id,number,name,description,numCredits,departmentID,acronym
4005,,Field Methods in Hydrogeology,"Introduction to field methods used in groundwater investigations. In-field implementation of pumping tests, slug tests, monitoring well installation and drilling techniques, geochemical and water quality sampling, seepage meters, minipiezometers, stream gaging, and electronic instrumentation for data collection. Field trips to investigate water resource, water quality, and remediation projects.",,74,GEOL 409
4006,,Hydrogeology,"Physical principles of groundwater flow, nature and origin of aquifers and confining units, well hydraulics, groundwater modeling, and contaminant transport. Lab emphasizes applied field and laboratory methods for hydrogeological investigations.",,74,GEOL 411
4007,,Applied Groundwater Flow Modeling,"Introduction to the principles of modeling groundwater flow systems. Finite-difference and analytic-element methods, spreadsheet models, boundary conditions, calibration, sensitivity analysis, parameter estimation, particle tracking, and post-audit analysis. Application of MODFLOW to regional flow-system analysis. Computer laboratory emphasizes assigned problems that illustrate topics discussed in the course.",,74,GEOL 414
4008,,Paleoclimatology,"Introduction to mechanisms that drive climate, including the interplay between oceanic and atmospheric circulation and fluctuation in Earth's orbital parameters. Examination and analysis of past climate records ranging from historical documentation to ecological and geochemical proxies (e.g. tree ring analysis; O and C isotopes of skeletal carbonates and soils). Dating methods used to constrain and correlate climatic periods; utility of computer models to reconstruct past climates and predict future climate change. Emphasis placed on paleoclimatology and paleoecology of the late Quaternary (last ~1 million years).",,74,GEOL 415
4009,,Hydrologic Modeling and Analysis,"Study of the basic principles of hydrologic modeling, including rainfall-runoff analysis, lumped and distributed modeling, conceptual and physical models, parameter estimation and sensitivity analysis, input and validation data, uncertainty analysis, and the use of models in surface water hydrology. A range of common models are applied to study hydrologic topics such as flood forecasting and land use change impacts. Previous experience with Matlab or other programming language is needed.",,74,GEOL 416
4010,,Environmental Geochemistry,"Geochemistry of natural waters and water-rock interactions. Acid-base equilibria, carbonate chemistry and buffer systems, mineral dissolution and precipitation, sorption, ion exchange, and redox reactions. Introduction to thermodynamics and kinetics. Laboratory emphasizes chemical analysis of waters and computer modeling.",,74,GEOL 419
4011,,Mineral Resources,Geology and geochemistry of non-metallic and metallic ore deposits. Major processes that concentrate metals in the Earth. Geochemical conditions of ore formation using stable-isotope and fluid-inclusion studies.  Laboratory emphasizes the study of metallic ores.,,74,GEOL 420
4012,,Stable Isotopes in the Environment,"Introduction to the theory, methods and applications of stable isotopes. Primary focus on the origin, natural abundance, and fractionation of carbon, hydrogen, oxygen, nitrogen isotopes. Applications of isotopic occurrence for elucidation of physical, chemical, biological, and environmental processes. Effects of plant physiology, photosynthesis, trophic structure, diffusion, evaporation, chemical precipitation, soil and atmospheric processes, and environmental factors on isotope abundance.",,74,GEOL 426
4013,,Applied and Environmental Geophysics,"Seismic, gravity, magnetic, resistivity, electromagnetic, and ground-penetrating radar techniques for shallow subsurface investigations and imaging. Data interpretation methods. Lab emphasizes computer interpretation packages. Field work with seismic - and resistivity-imaging systems and radar.",,74,GEOL 451
4014,,GIS for Geoscientists,Introduction to geographic information systems (GIS) with particular emphasis on geoscientific data. Uses ESRI's ArcGIS Desktop Software and extension modules. Emphasizes typical GIS operations and analyses in the geosciences to prepare students for advanced GIS courses.,,74,GEOL 452
4015,,"Seismic Methods in Geology, Engineering, and Petroleum Exploration","Physics of elastic-wave propagation. Seismic surveys in environmental imaging, engineering, and petroleum exploration. Reflection and refraction techniques. Data collection, processing, and geological interpretation. Field work with state-of-the-art equipment.",,74,GEOL 457
4016,,Glacial and Quaternary Geology,"The study of glaciers and glacial processes. Discussion of glaciology, glacial sediment transport, glacial landforms, and Quaternary history. Laboratory emphasizes topographic map interpretation and the Quaternary landscapes of Iowa.",,74,GEOL 474
4017,,Surficial Processes,"The study of physical processes that shape Earth's surface. Topics include weathering, sediment transport, and landform genesis with emphasis on fluvial, glacial, hillslope, eolian, and coastal processes. Applications to engineering and environmental problems. Laboratory includes topographic map interpretation and local field trips.",,74,GEOL 479
4018,,GIS for Geoscientists II,"GIS course with focus on the spatial analysis and modeling of raster data and triangulated irregular network (TIN) data. Uses ArcGIS and various extensions, such as Spatial Analyst, 3D Analyst, and ArcScene. Includes practical exercises during lectures, lab exercises, homework assignments, and (for GEOL 588) a class project.",,74,GEOL 488
4019,,Survey of Remote Sensing Technologies,"Electromagnetic-radiation principles, active and passive sensors, multispectral and hyperspectral sensors, imaging radar, SAR, thermal imaging, lidar. Examples of applications. Also offered online S.",,74,GEOL 489
