"COM S 454","COM S 311, COM S 352"
"COM S 455","COM S 311 and COM S 230, STAT 330, ENGL 150, SP CM 212"
"COM S 461","COM S 311, ENGL 250, SP CM 212."
"COM S 472","COM S 311,  COM S 230 or CPR E 310, STAT 330, ENGL 250, SP CM 212, COM S 342 or comparable programming experience"
"COM S 474","COM S 311, COM S 230 or CPR E 310, STAT 330, MATH 165, ENGL 250, SP CM  212, COM S 342 or comparable programming experience"
"COM S 477","COM S 228; COM S 230 or CPR E 310, MATH 166, MATH 207 or MATH 317, or consent of the instructor"
"COM S 481","MATH 265 and either MATH 266 or MATH 267; knowledge of a programming language"
"COM S 486","COM S 352"
"COM S 487","COM S 352 or CPR E 489 or equivalent."
"COM S 490","6 credits in computer science, permission of instructor"
"COM S 490H","6 credits in computer science, permission of instructor"
"COM S 502","Admission to CAS minor"
"COM S 503","Admission to CAS minor or related field"
"COM S 509","COM S 309"
"COM S 510","COMS 228, COMS 309, COMS 327"
"COM S 511","COM S 311"
"COM S 512","COM S 311, COM S 330"
"COM S 514","COM S 227 or (COM S 207 or GERON 377 or ARTGR 271) or equivalent."
"COM S 515","COM S 309 or COM S 311, COM S 342"
"COM S 518","COM S 311 or permission of instructor"
"COM S 525","CPR E 308 or MATH 481; experience in scientific programming; knowledge of FORTRAN or C"
"COM S 526","CPR E 308 or COM S 321, CPR E 315 or COM S 311"
"COM S 531","COM S 331"
"COM S 533","Minimum of C- in COM S 331 or consent of the instructor"
"COM S 540","COM S 331, COM S 342, ENGL 250, SP CM 212"
"COM S 541","COM S 342 or COM S 440"
"COM S 544","MATH 165 or STAT 401 or equivalent"
"COM S 549","COM S 311 and either COM S 228 or COM S 208"
"COM S 550","COM S 311 and some knowledge of programming"
"COM S 551","COM S 311 and some knowledge of programming"
"COM S 552","COM S 352"
"COM S 554","COM S 311, COM S 352"
"COM S 555","COM S 311 and COM S 230, STAT 330, ENGL 150, SP CM 212"
"COM S 556","COM S 331, MATH 307, and STAT 330"
"COM S 557","M E 421, programming experience in C"
"COM S 558","Graduate-student standing in the mathematical or natural sciences or engineering; basic programming knowledge"
"COM S 561","COM S 311, ENGL 250, SP CM 212."
"COM S 567","COM S 228; COM S 330; credit or enrollment in BIOL 315, STAT 430"
"COM S 568","BCB 567 or (BIOL 315 and STAT 430), credit or enrollment in GEN 409"
"COM S 569","BCB 567, BBMB 316, GEN 409, STAT 430"
"COM S 570","BCB 567 or COM S 311, COM S 228, GEN 409, STAT 430"
"COM S 572","COM S 311,  COM S 230 or CPR E 310, STAT 330, ENGL 250, SP CM 212, COM S 342 or comparable programming experience"
"COM S 573","COM S 311, COM S 362, STAT 330"
"COM S 575","Graduate standing or permission of instructor"
"COM S 577","COM S 228; COM S 230 or CPR E 310, MATH 166, MATH 207 or MATH 317, or consent of the instructor"
"COM S 581","CPR E 381"
"COM S 583","Background in computer architecture, design, and organization"
"COM S 586","COM S 511, COM S 552 or CPR E 489"
"COM S 587","COM S 352 or CPR E 489 or equivalent."
"COM S 590","Permission of instructor"
"COM S 592","Graduate classification"
"COM S 598","Graduate Classification"
"COM S 599",""
"COM S 610",""
"COM S 611","COM S 511, COM S 531"
"COM S 612","COM S 511 or COM S 531"
"COM S 626","CPR E 526"
"COM S 631","COM S 531"
"COM S 633","COM S 531"
"COM S 634","COM S 330"
"COM S 641","COM S 531, COM S 541"
"COM S 652","COM S 552"
"COM S 657","COM S 228, I E 557/M E 557/CPR E 557/COM S 557"
"COM S 661","COM S 461 or COM S 561"
"COM S 672","COM S 572 or COM S 573 or COM S 472 or COM S 474"
"COM S 673","COM S 572 or COM S 573 or COM S 472 or COM S 474"
"COM S 681","CPR E 581.  Repeatable with Instructor permission"
"COM S 699","Approval of instructor"
"CON E 112",""
"CON E 114","HORT 112 or NREM 112"
"CON E 121",""
"CON E 122",""
"CON E 222","Completion of basic program"
"CON E 241","CON E 222"
"CON E 251","Credit or enrollment in CON E 241"
"CON E 298","Permission of department and Engineering Career Services"
"CON E 322","CON E 241 or C E 306"
"CON E 340","E M 324, credit or enrollment in CON E 322"
"CON E 352","CON E 251, PHYS 222"
"CON E 353","PHYS 222 and credit or enrollment in CON E 352"
"CON E 354","Junior Classification"
"CON E 380","Junior classification"
"CON E 381","Permission from the instructor"
"CON E 381A","Permission from the instructor"
"CON E 381B","Permission from the instructor"
"CON E 381C","Permission from the instructor"
"CON E 381D","Permission from the instructor"
"CON E 381E","Permission from the instructor"
"CON E 381F","Permission from the instructor"
"CON E 396","Permission of department and Engineering Career Services"
"CON E 397","Permission of department and Engineering Career Services"
"CON E 398","CON E 298, permission of department and Engineering Career Services"
"CON E 422","CON E 241 and 251"
"CON E 441","Credit or enrollment in CON E 421"
"CON E 481","Permission from the instructor"
"CON E 481A","Permission from the instructor"
"CON E 481B","Permission from the instructor"
"CON E 481C","Permission from the instructor"
"CON E 481D","Permission from the instructor"
"CON E 481E","Permission from the instructor"
"CON E 481F","Permission from the instructor"
"CON E 487","CON E 380 or ACCT 215, CON E 340 (B, H), CON E 352 (B, E, M), CON E 353 (B, E, M), CON E 421, CON E 441. Student must be within two semesters of graduation"
"CON E 488","CON E 380 or ACCT 215. Coreq: CON E 487"
"CON E 490","Permission of instructor"
"CON E 498","CON E 398, permission of department and Engineering Career Services"
"CJ ST 240",""
"CJ ST 241","SOC 134"
"CJ ST 320","POL S 215"
"CJ ST 332","PHIL 201 or PHIL 230"
"CJ ST 339","Sophomore status"
"CJ ST 340","SOC 134"
"CJ ST 341","SOC 134"
"CJ ST 351","SOC 241 or CJ ST 240"
"CJ ST 352","SOC 241 or CJ ST 240"
"CJ ST 402","SOC 241 or CJ ST 240"
"CJ ST 403","CJ ST 240 or CJ ST 241"
"CJ ST 460","Junior or senior classification; permission of criminal justice studies coordinator; major or minor in criminal justice or sociology"
"CJ ST 484","6 credits in sociology and permission from instructor"
"C I 201",""
"C I 202",""
"C I 204",""
"C I 208","classification as ECE major"
"C I 216","First semester freshman Elementary Education major or other majors interested in seeking pre-K to grade 12 teacher certification"
"C I 219","Students seeking teacher licensure in mathematics, science family and consumer sciences, or history/social sciences in grades 5-12"
"C I 245","C I 204; sophomore standing"
"C I 280",""
"C I 280A","Restricted to students with admission to teacher education."
"C I 280B","C I 201 or C I 202. Permission of instructor for 2 credits."
"C I 280C",""
"C I 280D","Completion of or concurrent enrollment in C I 280A."
"C I 280E","C I 280A must be either a prerequisite or taken currently; permission of instructor for 2 credits."
"C I 280I","Admission to teacher education; concurrent enrollment in SP ED 330."
"C I 280K",""
"C I 280L",""
"C I 280M","Permission of instructor for 2 credits."
"C I 280N","Permission of department required."
"C I 280O","Permission of the Art and Design Department required."
"C I 280S","Admission to teacher education."
"C I 280T","Permission of instructor"
"C I 290","6 credits in education, permission of department chair"
"C I 302","C I 201 or C I 202"
"C I 315",""
"C I 332","PSYCH 230 or HD FS 102, open only to majors in Early Childhood Education or Elementary Education"
"C I 333","PSYCH 230 or HD FS 102, application to the teacher education program or major in psychology"
"C I 347","C I 280M; concurrent enrollment in C I 418 or instructor permission"
"C I 377","admission to teacher education program, C I 245, SP ED 250, HD FS 240, HD FS 226 (El Ed majors) or HD FS 221 (ECE majors);  concurrent enrollment in C I 448, C I 468A, C I 468C (El Ed majors) or C I 438, C I 468F, C I 468G, SP ED 368, HD FS 343 (ECE majors)"
"C I 378","C I 377; concurrent enrollment in C I 449, C I 468B, C I 468D"
"C I 395","C I 204 and junior standing"
"C I 406","C I 201 or C I 202, C I 332 or C I 333, junior classification, admission to teacher education program"
"C I 407","C I 201 or C I 202; convenient access to the Web"
"C I 416","GPA 2.5; full admission to teacher education; senior classification;  C I 378, C I 443, C I 448, C I 449; reservation required"
"C I 416A","GPA 2.5; full admission to teacher education; senior classification; C I 378, C I 443, C I 448, C I 449; reservation required"
"C I 416B","GPA 2.5; full admission to teacher education; senior classification; C I 378, C I 443, C I 448, C I 449; reservation required"
"C I 416C","GPA 2.5; full admission to teacher education; senior classification; C I 378, C I 443, C I 448, C I 449; reservation required"
"C I 416D","GPA 2.5; full admission to teacher education; senior classification; C I 378, C I 443, C I 448, C I 449; reservation required"
"C I 416E","GPA 2.5; full admission to teacher education; senior classification; C I 378, C I 443, C I 448, C I 449; reservation required"
"C I 416Z","GPA 2.5; full admission to teacher education; senior classification; ENGL 219; ENGL 220; ENGL 425; C I 280S; C I 480S; C I 378."
"C I 417","GPA 2.5; Admission to teacher education, approval of coordinator during semester before student teaching"
"C I 417A","GPA 2.5; Admission to teacher education, approval of coordinator during semester before student   teaching"
"C I 417B","Full admission to teacher education, approval of coordinator during semester before student teaching"
"C I 417C","GPA 2.5; Admission to teacher education, approval of coordinator during semester before student   teaching"
"C I 417D","GPA 2.5; Admission to teacher education, approval of coordinator during semester before student teaching"
"C I 417E","ENGL 494, admission to teacher education, approval of coordinator the semester prior to student teaching"
"C I 417G","Admission to teacher education or licensed teacher, approval of coordinator during semester before student teaching."
"C I 417J","GPA 2.5; Admission to teacher education, approval of coordinator during semester before student teaching"
"C I 417M","GPA 2.5; Admission to teacher education, approval of coordinator during semester before student teaching"
"C I 417N","GPA 2.5; Admission to teacher education, approval of coordinator during semester before student teaching"
"C I 417P","GPA 2.5; Admission to teacher education, approval of coordinator during semester before student teaching"
"C I 417R","Minimum GPA of 2.5; Admission to teacher education, approval of coordinator during semester before student teaching"
"C I 417S","Minimum GPA of 2.5; Admission to teacher education, approval of coordinator during semester before student teaching"
"C I 417Z","GPA 2.5; Admission to teacher education, approval of coordinator during semester before student teaching."
"C I 418","C I 280M or C I 514; undergraduate students must register concurrently for C I 347 and C I 468J"
"C I 419","C I 418 or C I 518, undergraduate students must register concurrently for C I 468K"
"C I 420","C I 406"
"C I 426","C I 202, senior classification, admission to teacher education program"
"C I 433","C I 377, HD FS 224; concurrent enrollment in C I 439, SP ED 355, SP ED 455"
"C I 438","HD FS 224; MATH 195, MATH 196 (minimum grade of C- in both MATH 195 and MATH 196), concurrent enrollment in C I 377, C I 468F, C I 468G, SP ED 368"
"C I 439","C I 377, HD FS 224; concurrent enrollment in C I 433, C I 468I, SP ED 355, SP ED 455"
"C I 443","C I 377"
"C I 448","MATH 195 (minimum grade of C-), MATH 196 (minimum grade of C-); concurrent enrollment in C I 377, C I 468A, C I 468C"
"C I 449","C I 377, concurrent enrollment in C I 378, C I 468B, C I 468D, junior classification"
"C I 450","C I 332 or C I 333, C I 406"
"C I 452","C I 378 or equivalent"
"C I 454","C I 201 or C I 202"
"C I 456","C I 201 or C I 202, C I 377"
"C I 468","Admission to teacher education program"
"C I 468A","Admission to teacher education program"
"C I 468B","Admission to teacher education program"
"C I 468C","Admission to teacher education program"
"C I 468D","Admission to teacher education program"
"C I 468E","Admission to teacher education program"
"C I 468F","Admission to teacher education program"
"C I 468G","Admission to teacher education program"
"C I 468I","Admission to teacher education program"
"C I 468J","Admission to teacher education program"
"C I 468K","Admission to teacher education program"
"C I 468R","Admission to teacher education program. Permission of School of Education required; concurrent enrollment in C I 378"
"C I 469","Admission to teacher education program."
"C I 480","Admission to Teacher Education"
"C I 480A","Admission to Teacher Education"
"C I 480B","Permission of area coordinator required prior to enrolllment"
"C I 480C","Admission to teacher education"
"C I 480D","Permission of area coordinator required prior to enrollment"
"C I 480E","Admission to teacher education"
"C I 480G","Admission to teacher education"
"C I 480J",""
"C I 480K","Admission to teacher education"
"C I 480S","C I 280S, ENGL/LING 219; ENGL/LING 220; ENGL/LING 511; admission to teaching education."
"C I 481",""
"C I 486","25 credits in a world language"
"C I 487","25 credits in a world language, admission to the teacher education program, OPI"
"C I 488","concurrent enrollment in or completion of one course in corrective reading; diagnosis and correction of reading problems; graduate status required for C I 588"
"C I 490","GPA of 2.5 or more for preceding semester"
"C I 490A","Permission of instructor; 12 credits in music, approval of department head"
"C I 490C","GPA of 2.5 or more for preceding semester"
"C I 490D","GPA of 2.5 or more for preceding semester"
"C I 490E","GPA of 2.5 or more for preceding semester"
"C I 490F","GPA of 2.5 or more for preceding semester"
"C I 490G","GPA of 2.5 or more for preceding semester"
"C I 490H","GPA of 2.5 or more for preceding semester"
"C I 490J","GPA of 2.5 or more for preceding semester"
"C I 490K","GPA of 2.5 or more for preceding semester"
"C I 490L","GPA of 2.5 or more for preceding semester"
"C I 490M","GPA of 2.5 or more for preceding semester"
"C I 490N","GPA of 2.5 or more for preceding semester"
"C I 490O","GPA of 2.5 or more for preceding semester"
"C I 490P","GPA of 2.5 or more for preceding semester"
"C I 494","ENGL 310, ENGL 397, 9 other credits in English beyond ENGL 250, PSYCH 333, admission to teacher education program"
"C I 495B","C I 301; 9 credits in speech communication; minimum GPA of 2.5 in speech communication courses"
"C I 497","15 credits in college mathematics and admission to a teacher licensure program, concurrent enrollment in C I 426 or C I 526; C I 480C"
"C I 498","Concurrent enrollment in HIST 480A; Admission to teacher education and 30 credits in subject-matter field"
"C I 501","Graduate classification"
"C I 503","501"
"C I 504","C I 501"
"C I 505","Graduate classification"
"C I 506","6 graduate credits in education"
"C I 507","C I 201 or C I 202; convenient access to the Web"
"C I 508","C I 448 or C I 497"
"C I 509","C I 448 or C I 497"
"C I 511","Admission to graduate study, C I 501 or equivalent and C I 505 or equivalent"
"C I 512","Admission to graduate study and at least two courses in research and foundations of instructional technology"
"C I 513","6 credits of mathematics, C I 448 or C I 497 or C I 597 or permission of instructor"
"C I 514","Admission to M.A.T. program"
"C I 515","Admission to graduate study, one course in research methods, educational inquiry, statistics, educational psychology, or instructional design"
"C I 516","9 credits in education"
"C I 517","Full admission to teacher education or licensed teacher; approval of coordinator during semester before student teaching"
"C I 517A","GPA 2.5; Admission to teacher education, approval of coordinator during semester before student   teaching"
"C I 517B","Full admission to teacher education, approval of coordinator during semester before student teaching"
"C I 517C","Full admission to teacher education, approval of coordinator during semester before student teaching"
"C I 517D","Full admission to teacher education, approval of coordinator during semester before student teaching"
"C I 517G","Admission to teacher education or licensed teacher, approval of coordinator during semester before student teaching."
"C I 517J","Full admission to teacher education, approval of coordinator during semester before student teaching"
